state,year,below_poverty_line_percent,median_household_income,mean cash public assistance income (dollars)
nevada,2011,0.14659685863874347,0.44328417600173636,0.393170545593285
nevada,2012,0.18062827225130887,0.4255585969058615,0.42178557802365507
nevada,2013,0.20157068062827224,0.4100879044024551,0.38496756962991224
nevada,2014,0.21727748691099477,0.4029132652446009,0.38115223197252956
nevada,2015,0.21465968586387432,0.39859642353281644,0.2979778710415872
nevada,2016,0.19895287958115182,0.41363302022163,0.2750858450972911
nevada,2017,0.18062827225130887,0.4418492481701656,0.20908050362457078
nevada,2018,0.1675392670157068,0.4679432299140249,0.21690194582220526
nevada,2019,0.1518324607329843,0.5013083165523146,0.18065623807706982
nevada,2020,0.14397905759162305,0.5215420047991703,0.24589851201831361
nevada,2021,0.14659685863874347,0.5654700895925528,0.40061045402518125
nevada,2022,0.1413612565445026,0.6373370633418143,0.4734834032811904
new hampshire,2010,0.013089005235602092,0.5364218446660477,0.35959557420831745
new hampshire,2011,0.018324607329842934,0.5531465917449446,0.3740938573063716
new hampshire,2012,0.02879581151832462,0.5562937864007428,0.3756199923693247
new hampshire,2013,0.03664921465968585,0.5561852624470945,0.36589088134299885
new hampshire,2014,0.04188481675392671,0.56908755471416,0.34853109500190765
new hampshire,2015,0.04188481675392671,0.5786497208522747,0.25391072109881724
new hampshire,2016,0.03141361256544503,0.5992210391771473,0.22682182373140022
new hampshire,2017,0.020942408376963345,0.6332252113202542,0.23101869515452117
new hampshire,2018,0.015706806282722526,0.6664094247024634,0.25429225486455553
new hampshire,2019,0.007853403141361251,0.6990992511847198,0.24532621136970623
new hampshire,2020,0.0026178010471204325,0.7130264919029072,0.31648225867989316
new hampshire,2021,0.0026178010471204325,0.7796601994429103,0.41262876764593664
new hampshire,2022,0.0,0.8688427729075979,0.4607020221289584
new jersey,2010,0.04712041884816753,0.6152102350146508,0.43456695917588706
new jersey,2011,0.054973821989528805,0.6317179341862512,0.4933231590995803
new jersey,2012,0.06806282722513089,0.637228539388166,0.5164059519267455
new jersey,2013,0.08115183246073299,0.6371320736515899,0.5118275467378863
new jersey,2014,0.08900523560209422,0.6423532816437761,0.4826402136589088
new jersey,2015,0.09162303664921467,0.6427270863730089,0.4191148416634872
new jersey,2016,0.09424083769633508,0.662128757641895,0.360358641739794
new jersey,2017,0.08900523560209422,0.6955661935826168,0.3349866463181992
new jersey,2018,0.08115183246073299,0.7303903244866214,0.30351011064479205
new jersey,2019,0.07068062827225131,0.7687595712098009,0.29664250286150323
new jersey,2020,0.06282722513089004,0.801316757304265,0.3464326592903472
new jersey,2021,0.06544502617801048,0.8550722890113468,0.5247996947729874
new jersey,2022,0.06282722513089004,0.9445804343369789,0.642502861503243
new mexico,2010,0.29057591623036644,0.301805115095682,0.2913010301411675
new mexico,2011,0.30628272251308897,0.3115843291410932,0.32754673788630295
new mexico,2012,0.31937172774869105,0.31465917449445924,0.30999618466234263
new mexico,2013,0.3429319371727748,0.3151535613944122,0.31018695154521175
new mexico,2014,0.3560209424083769,0.3156479482943652,0.2958794353300267
new mexico,2015,0.35863874345549734,0.31558765720900506,0.2373140022892026
new mexico,2016,0.3560209424083769,0.324161049547214,0.2367417016405952
new mexico,2017,0.3481675392670157,0.3367498281704067,0.25219381915299505
new mexico,2018,0.33246073298429313,0.35291989726399053,0.2306371613887829
new mexico,2019,0.3089005235602094,0.3733585752010708,0.20278519648988935
new mexico,2020,0.29581151832460734,0.3913132604213141,0.17893933613124763
new mexico,2021,0.28795811518324604,0.42479892923032403,0.2964517359786341
new mexico,2022,0.28795811518324604,0.48149666590297957,0.30808851583365127
new york,2010,0.18062827225130887,0.44388708685533756,0.3906905761159863
new york,2011,0.18848167539267013,0.46014156346842555,0.4246470812666921
new york,2012,0.19895287958115182,0.4689681783651469,0.4551697825257535
new york,2013,0.20942408376963348,0.47282680782819453,0.4690957649752003
new york,2014,0.21727748691099477,0.4810746283054588,0.46375429225486453
new york,2015,0.21989528795811514,0.48809251064137654,0.4307516215185044
new york,2016,0.21465968586387432,0.5058422061713955,0.4093857306371614
new york,2017,0.20418848167539266,0.5302480375251716,0.3954597481877146
new york,2018,0.19109947643979056,0.5610929567954083,0.38382296833269747
new york,2019,0.17801047120418848,0.5992330973942193,0.3796260969095765
new york,2020,0.16492146596858637,0.6309582665107137,0.401755055322396
new york,2021,0.16230366492146597,0.6796734634816896,0.5112552460892789
new york,2022,0.16492146596858637,0.7547840976233254,0.5688668447157573
north carolina,2010,0.21465968586387432,0.3229069949717235,0.23826783670354826
north carolina,2011,0.23036649214659685,0.3316009694806526,0.31476535673407097
north carolina,2012,0.24869109947643978,0.3335182259951044,0.3367035482640214
north carolina,2013,0.26701570680628267,0.33211947281474963,0.35921404044257915
north carolina,2014,0.2696335078534031,0.3364483727436061,0.3372758489126288
north carolina,2015,0.2643979057591622,0.33855856073121027,0.2901564288439527
north carolina,2016,0.24869109947643978,0.3552953660271792,0.2424647081266692
north carolina,2017,0.23036649214659685,0.3801835260638362,0.20774513544448683
north carolina,2018,0.21204188481675396,0.40542137439558185,0.1867607783288821
north carolina,2019,0.19371727748691098,0.4318168115662418,0.18828691339183518
north carolina,2020,0.17539267015706805,0.4564155743931702,0.19305608546356354
north carolina,2021,0.1675392670157068,0.5031291073301901,0.2762304463945059
north carolina,2022,0.15706806282722513,0.5714991981285648,0.3429988553987028
north dakota,2010,0.13089005235602097,0.3375094958459442,0.22586798931705457
north dakota,2011,0.13089005235602097,0.3692708396136547,0.2581075925219382
north dakota,2012,0.1256544502617801,0.3961124308159795,0.28424265547500954
north dakota,2013,0.12041884816753927,0.4214346866672294,0.3586417397939718
north dakota,2014,0.12041884816753927,0.44359768964560903,0.3729492560091568
north dakota,2015,0.10994764397905758,0.462914953394991,0.3477680274704311
north dakota,2016,0.10209424083769632,0.4862234869952129,0.31419305608546355
north dakota,2017,0.09685863874345549,0.5124018762585764,0.3201068294544067
north dakota,2018,0.09424083769633508,0.5387852552121644,0.31209462037390306
north dakota,2019,0.08900523560209422,0.55591998167151,0.26115986264784435
north dakota,2020,0.08376963350785341,0.5609964910588321,0.30560854635635254
north dakota,2021,0.08900523560209422,0.5949524303336509,0.4656619610835559
north dakota,2022,0.09162303664921467,0.6652277194294052,0.5625715375810759
ohio,2010,0.18062827225130887,0.3444670870965019,0.25505532239603207
ohio,2011,0.19633507853403143,0.35306459586885486,0.29320869896985885
ohio,2012,0.21204188481675396,0.355174783856459,0.31133155284242653
ohio,2013,0.2225130890052356,0.3559223933149245,0.31915299504006106
ohio,2014,0.22513089005235604,0.3624458887508893,0.29778710415871806
ohio,2015,0.2225130890052356,0.36943965465266304,0.26459366653948874
ohio,2016,0.21204188481675396,0.3844521349073326,0.23998473864937048
ohio,2017,0.19895287958115182,0.40534902509314974,0.22911102632582983
ohio,2018,0.18848167539267013,0.43098479458827216,0.23330789774895078
ohio,2019,0.17539267015706805,0.45593324571028926,0.2491415490270889
ohio,2020,0.16492146596858637,0.4741893863573332,0.2638305990080122
ohio,2021,0.15968586387434555,0.520275892006608,0.35463563525371994
ohio,2022,0.15706806282722513,0.5811940046544718,0.4250286150324304
oklahoma,2010,0.23298429319371722,0.29166415453811,0.0
oklahoma,2011,0.23560209424083767,0.30743630246831705,0.021175123998473867
oklahoma,2012,0.24345549738219896,0.3147194655798194,0.05036245707745136
oklahoma,2013,0.25130890052356014,0.320121546828086,0.061045402518122856
oklahoma,2014,0.25130890052356014,0.3309257093246193,0.08355589469668066
oklahoma,2015,0.24607329842931933,0.3386912011190025,0.07802365509347577
oklahoma,2016,0.2408376963350785,0.352666674705478,0.06886684471575734
oklahoma,2017,0.23298429319371722,0.3735153320230071,0.05875619992369325
oklahoma,2018,0.2277486910994764,0.3934957977113504,0.06390690576115986
oklahoma,2019,0.21989528795811514,0.41152283223402586,0.07497138496756962
oklahoma,2020,0.20942408376963348,0.4226284501573597,0.09328500572300649
